,id,review,rating,fresh,critic,top_critic,publisher,date
25747,1044,"Factory Girl is an effective evocation of a particular slice of recent history. The film benefits from Miller's turn as Edie, an everything-but-the-kitchen-sink performance that takes the poor girl from the heights and highs of fame to the depths and doom",3/5,fresh,Scott Collura,0,IGN Movies,"June 25, 2007"
25749,1044,"Spoilt, rich, posh, vacuous and fame-obsessed - who better to play Edie Sedgwick? If she's acting or not, Miller is brilliant. Just a shame the film is so shallow too.",3/5,fresh,Stuart McGurk,0,thelondonpaper,"March 30, 2007"
25752,1044,Miller is a genuine surprise as the damaged star. But the film leaves her very much as it finds her: a clueless naive.,2/5,rotten,James Christopher,0,Times (UK),"March 16, 2007"
25753,1044,Sienna Miller brings bright eyes and shapeshifting commitment to a script that doesn't always deserve it.,2/5,rotten,Christopher Tookey,0,Daily Mail (UK),"March 16, 2007"
25754,1044,Kudos to Miller for her touching portrayal of a doomed icon. A shame the film's as substantial as one of Warhol's silver flotations.,3/5,fresh,,0,Total Film,"March 16, 2007"
25755,1044,There's no real need for Factory Girl; just go pick up that copy of Heat.,2/5,rotten,Ailsa Caine,0,Little White Lies,"March 16, 2007"
25756,1044,"In all it's an unconvincing portrait, and as the Dylan clone says, ""Empty, like one of those cans of soup...",2/5,rotten,Stella Papamichael,0,BBC.com,"March 16, 2007"
25757,1044,Sienna Miller is perfectly cast but the script barely scratches the surface and you never really get inside any of the characters.,2/5,rotten,Matthew Turner,0,ViewLondon,"March 15, 2007"
25759,1044,"A brave bid to recreate a modern American tragedy, with a revelatory turn by its lead actress.",3/5,fresh,,0,Empire Magazine,"March 13, 2007"
25760,1044,Had the cast and promise to be so much better than what finally ended up on screen.,2.5/5,rotten,Pete Hammond,0,Maxim,"March 2, 2007"
25762,1044,"...jerky, with a flat, uneven pace...",2/5,rotten,Jim Lane,0,Sacramento News &amp; Review,"February 25, 2007"
25770,1044,"It's a movie without that emotional spark that lets us connect with her, or anybody else.",3/5,rotten,Roger Moore,1,Orlando Sentinel,"February 16, 2007"
25784,1044,"Director George Hickenlooper incessantly switches between black-and-white, grained-out, color-saturated, handheld and fuzzy shots. He's not so much making a movie as an audition tape for the cameraman's guild.",2/5,rotten,Bill Muller,1,Arizona Republic,"February 15, 2007"
25793,1044,"According to anyone you care to ask, Factory Girl has been cut and recut a couple of times and may not even be the movie that filmmaker George Hickenlooper intended to make. This sounds reasonable, as nobody sets out to make a movie this banal.",2/5,rotten,Liz Braun,0,Jam! Movies,"February 9, 2007"
25812,1044,Sedgwick liked attention and she liked having fun; at least the movie honors half of that.,3/5,rotten,Jesse Hassenger,0,Filmcritic.com,"February 5, 2007"
25815,1044,"A fascinating public figure is reduced to an uninteresting, unlikeable cliche in this stylish but only fitfully entertaining biopic.",2/5,rotten,Rich Cline,0,Shadows on the Wall,"February 3, 2007"
25822,1044,"Pearce's performance is assembled out of rigorously limited physical gestures and a vocal characterization that never rises above a murmur. But it's mesmerizing -- you can't take your eyes off him, and you miss him every time he leaves the scene.",3/5,rotten,Kurt Loder,0,MTV,"February 2, 2007"
25824,1044,"Factory Girl, a biography of Edie Sedgwick, the most glamorous of Andy Warhol's so-called superstars, suggests a magazine layout masquerading as a film.",2.5/5,rotten,Stephen Holden,1,New York Times,"February 2, 2007"
25837,1046,"Hackneyed and telegraphed, just about elevated to passable by three strong lead performances and notable support by Cherry Jones.",2/5,rotten,Jamie Garwood,0,CineVue,"December 5, 2018"
25839,1046,"While Garcia's principal preoccupation is with the fallout from adoption, it's the secondary storylines about women in the work place, and the stresses of marriage and pregnancy that are the film's strengths.",3/5,fresh,Kaleem Aftab,0,The List,"November 5, 2018"
25845,1046,"Bening and Watts are good enough to see it through, and it's good to see Jackson actually play his age for once.",3/5,fresh,Alistair Harkness,0,Scotsman,"January 9, 2012"
25847,1046,"Mother and Child reminds us how important the notion of lineage - of finding a discernible path through life that doesn't just begin and end with ourselves - is to our personal identity, and the decisions we make in life.",3.5/5,fresh,Shaun Munro,0,What Culture,"January 7, 2012"
25848,1046,Annette Bening gives one of her most enigmatic and painfully frank performances yet that cuts direct to the core.,4/5,fresh,Lisa Giles-Keddie,0,Real.com,"January 6, 2012"
25849,1046,"Bening, consistently one of the best US screen actresses, is really the main reason to keep you watching.",3/5,fresh,Derek Malcolm,0,London Evening Standard,"January 6, 2012"
25850,1046,"Thankfully, the cast raise it above Hallmark standard, especially Jackson with a performance that proves he doesn't have to bring down great vengeance or furious anger to grab your attention.",3/5,fresh,Elliott Noble,0,Sky Cinema,"January 5, 2012"
25851,1046,There are tears aplenty before the three plot strands are brought - rather too neatly - together.,3/5,fresh,David Aldridge,0,Radio Times,"January 5, 2012"
25852,1046,"Mother and Child is too dutiful, overly sincere and its impressions are easily washed away.",2/5,rotten,Tom Seymour,0,Little White Lies,"January 5, 2012"
25853,1046,An excellent ensemble makes the most of a multi-strand female-centred film that drifts very close to melodrama as it explores various aspects of motherhood.,3.5/5,fresh,Rich Cline,0,Shadows on the Wall,"January 5, 2012"
25854,1046,This film is sure to make all but the hardest-hearted shed tears.,5/5,fresh,Graham Young,0,Birmingham Post,"January 5, 2012"
25855,1046,What keeps the whole thing from toppling into an abyss of unwatchable TV drama histrionics is a pair of dynamite performances from Annette Bening and Naomi Watts.,3/5,fresh,Cath Clarke,1,Time Out,"January 4, 2012"
25856,1046,There's no shortage of talent in this ensemble drama about the bond between mothers and their children.,3/5,fresh,Anna Smith,0,Empire Magazine,"January 3, 2012"
25857,1046,"[a] well-executed, thoughtful look into the maternal connection and how it can destroy as much as it creates.",4/5,fresh,James Luxford,0,The National (UAE),"August 30, 2011"
25859,1046,full review at Movies for the Masses,2.5/5,fresh,Joseph Proimakis,0,Movies for the Masses,"November 20, 2010"
25860,1046,"Provides moments of genuine emotion and pathos, be you a man or woman, parent or childless.",3/5,fresh,Andreas Heinemann,0,Flicks.co.nz,"September 16, 2010"
25864,1046,"Mother and Child has the pretence of being something more meaningful, but it's really just a notch above soap opera.",2.5/5,rotten,Thomas Caldwell,0,Cinema Autopsy,"July 4, 2010"
25871,1046,Does as much disservice to its stars as it does to the art of graceful cinematic storytelling. ,1/5,rotten,Josh Bell,0,Las Vegas Weekly,"June 24, 2010"
25875,1046,This is a movie well worth your time and attention.,4.5/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","June 23, 2010"
25876,1046,"These people are not easy to love, but they are fascinating to watch.",3.5/5,fresh,David Medsker,0,Bullz-Eye.com,"June 21, 2010"
25878,1046,Mother and Child winds up with some very mixed messages.,2/5,rotten,Marjorie Baumgarten,0,Austin Chronicle,"June 18, 2010"
25879,1046,"Naomi Watts and Annette Benning give outstanding performances in this increasingly contrived and sentimental tale of mothers and daughters, and the joys and anguish that come with adoption.",3/5,fresh,Simon Weaving,0,Screenwize,"June 16, 2010"
25880,1046,"A beautifully nuanced script, Bening at her best, and superb against-type performances by Watts and Jackson, make this a must-see film for, and about, women -- especially mothers.",4/5,fresh,Kristen Krauth,0,Empire Magazine Australasia,"June 16, 2010"
25881,1046,"Mother and Child -- which interestingly never makes an issue of race in its relationships -- is rewarding viewing, even if it's not exactly feel-good entertainment.",4/5,fresh,David Stratton,0,At the Movies (Australia),"June 16, 2010"
25889,1046,"If Garcia's film never quite catches up with his ambitions for it, well, at least he's trying.",3.5/5,fresh,Bill Goodykoontz,1,Arizona Republic,"June 4, 2010"
25899,1046,"The story sometimes stretches credulity, but the talented cast brings out the drama. ",3/5,fresh,Boo Allen,0,Denton Record-Chronicle,"May 22, 2010"
25914,1046,"Writer/director Rodrigo Garcia is the son of famed Colombian novelist Gabriel Garcia Marquez, so maybe the filmmaker comes by all the magic and coincidence in his stories naturally.",3.5/5,fresh,Liz Braun,0,Jam! Movies,"May 14, 2010"
25922,1046,You may not quite trust Mother and Child -- its soft spots and fuzzy edges give it away -- but you can believe just about everyone in it.,3.5/5,fresh,,1,New York Times,"May 7, 2010"
25923,1046,"Adoption drama probes complex anger, heartbreak, hope.",4/5,fresh,,0,Common Sense Media,"May 7, 2010"
25924,1046,"Still, stellar actresses Annette Bening and Naomi Watts rise above every impediment, delivering memorably luminous moments as mother and child, separated at birth. ",3/5,fresh,Kathleen Murphy,1,MSN Movies,"May 7, 2010"
25926,1046,"Significant credit goes to these committed actors, who are forced to give speeches and make choices regularly at odds with authentic human behavior.",3.5/5,fresh,Elizabeth Weitzman,1,New York Daily News,"May 7, 2010"
25927,1046,"The leads have excellent support from Jimmy Smits, Cherry Jones, Shareeka Epps and S. Epatha Merkerson-plus, that most welcome rarity, a subtle turn from Samuel L. Jackson.",4/5,fresh,Jonathan Kiefer,0,Sacramento News &amp; Review,"May 7, 2010"
25934,1046,"An extraordinary film about adoption and the lives of three very different women on separate quests for love, nurturing, and personal fulfillment.",5/5,fresh,,0,Spirituality and Practice,"May 6, 2010"
25935,1046,"The tremendous cast is reason enough to give it a chance. Bening, Watts and Washington are at their very best.",3.5/5,fresh,Geoff Berkshire,0,Metromix.com,"May 6, 2010"
25936,1046,"thick, saccharine pablum ",2/5,rotten,Chris Cabin,0,Filmcritic.com,"May 6, 2010"
25949,1046,"A slick, ensemble melodrama that appears to touch on every female issue regarding motherhood, family and relationships.",3/5,fresh,Steve Ramos,0,Boxoffice Magazine,"September 18, 2009"
25956,1048,This latest of Mr. Hitchcock's efforts is a curiously whimsical thing.,4/5,fresh,Bosley Crowther,1,New York Times,"March 25, 2006"
25958,1048,Beautifully subtle suspense with a sprinkle of black humor.,5/5,fresh,Cole Smithey,0,ColeSmithey.com,"December 12, 2005"
25960,1048,Very underrated black comedy from Hitchcock is really one of his best works.,5/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","November 24, 2003"
25975,1050,It's very apparent that Roth is having a blast bringing this world to life and making a scary movie without being able to rely on his splatstick shtick. This is a movie that has a lot of fun being a movie,3/5,fresh,Patrick Bromley,0,Bloody Disgusting,"November 2, 2018"
25977,1050,Wonderful baroque production and set design... The timely jump scares and comedic banter between Black and Blanchett also help make the film entertaining enough for young moviegoers.,3/5,fresh,Nur Syahindah,0,The New Paper (Singapore),"October 30, 2018"
25978,1050,"In Roth's hands, the little character functions as an involuntary and well-intentioned lift. [Full Review in Spanish]",3/5,fresh,Carlos Del,0,Cine Premiere,"October 26, 2018"
25980,1050,"It's too bad this film wasn't effective enough to present that message of indomitability in a stronger, more engaging way, because kids need it now more than ever.",2.5/5,rotten,Miya Abe,1,"Vue Weekly (Edmonton, Alberta)","October 18, 2018"
25981,1050,Jack Black and Cate Blanchett essay their respective roles as a cheerful warlock and a kind-hearted witch with aplomb.,3/5,fresh,Richard James,0,South China Morning Post,"October 18, 2018"
25984,1050,"It's the kind of film where [Jack Black] can get carried away and have fun with his usual expressions and gestures, although it's Blanchett who takes the applause. [Full review in Spanish]",4/5,fresh,,0,,"October 15, 2018"
25988,1050,"This unabashed Harry Potter clone is enjoyable enough, thanks to Black's campy theatricality and Blanchett's sly minimalism.",3/5,fresh,Jim Lane,0,Sacramento News &amp; Review,"October 8, 2018"
25994,1050,"It doesn't feel like the intrigue generates much suspense, as warring elements and uneven emotions prevent the film from standing out as an innovative fantasy.",3/5,rotten,Ella Kemp,0,Culture Whisper,"October 4, 2018"
26003,1050,"It has all the appearances of being a family Halloween dream, but director Eli Roth fails to keep The House with a Clock in Its Walls ticking over. ",2/5,rotten,Sinead Brennan,0,,"September 27, 2018"
26004,1050,"It's an unusual recipe for a PG-rated kids' flick, but it works.",3.5/5,fresh,Margot Harrison,0,Seven Days,"September 26, 2018"
26007,1050,"Has fun performances, but its loose storytelling and lack of adventure just makes this family film downright mediocre. ",2.5/5,rotten,Rendy Jones,0,Rendy Reviews,"September 25, 2018"
26013,1050,"Parents should be warned that about two-thirds in, it becomes less funny and instead gets pretty dark.",4/5,fresh,Jo Berry,0,Movies4Kids,"September 25, 2018"
26017,1050,Truly haunted by languishing in derivation and mediocrity. ,2/5,rotten,Sarah Ward,0,ArtsHub,"September 24, 2018"
26018,1050,"Although perhaps unlikely to become a classic passed on from generation to generation, there is a lot to like in this enjoyable, fun adventure. ",3/5,fresh,Aine O'Connor,0,Sunday Independent (Ireland),"September 24, 2018"
26023,1050,It works if all you're looking for is a movie you can take your children to see.,3/5,fresh,Wenlei Ma,0,News.com.au,"September 22, 2018"
26027,1050,"The House with a Clock in Its Walls is exactly what it needs to be: charming and creepy. If this is what we get when sensationalized horror directors take a stab at the lighter side of cinema, then let them have at it.",3.5/5,fresh,Deirdre Crimmins,0,HighDef Digest,"September 21, 2018"
26029,1050,Be warned that there are some images which might alarm the under-tens. But everyone else should be richly entertained.,4/5,fresh,Brian Viner,0,Daily Mail (UK),"September 21, 2018"
26030,1050,The film is nicely shot and Black and Blanchett have some amusing lines.,3/5,fresh,Andy Lea,0,Daily Express (UK),"September 21, 2018"
26033,1050,"All-in-all, the film comes across as a family entertainer - something which the adults can enjoy with their kids -- and has all the hallmarks of the beginning of a profitable franchise for Amblin.",3.5/5,fresh,Devesh Sharma,0,Filmfare,"September 21, 2018"
26037,1050,"Jack Black and Cate Blanchett are fantastic...dare I say, I'd like to see Eli Roth do some more stuff like this.",3/5,fresh,Mark Ellis,0,Schmoes Know,"September 21, 2018"
26038,1050,"The plot and themes don't really measure up but it is fun, largely because of the matter-of-fact brand of wit dispensed by Blanchett and Black and the young fogeyish appeal of Vaccaro's Lewis.",3.5/5,fresh,Sandra Hall,0,Sydney Morning Herald,"September 21, 2018"
26039,1050,"The story is convoluted, and makes no sense whatsoever.",2.6/5,rotten,Kristian Harloff,0,Schmoes Know,"September 21, 2018"
26041,1050,Blanchett is good to watch as the dignified witch.,3.5/5,fresh,Stephen Romei,0,The Australian,"September 21, 2018"
26042,1050,Who knew that the director who once gave the world Hostel Part II could conjure up on the most magical family fantasies in years?,4.5/5,fresh,James Croot,0,Stuff.co.nz,"September 21, 2018"
26043,1050,This is the latest in a series of films that have criminally wasted the luminous Blanchett. ,2/5,rotten,Ed Potton,0,Times (UK),"September 21, 2018"
26046,1050,"Roth treats his viewers as smart children, versed in movie logic: they can tell the house is magic, and he doesn't waste their time.",3/5,fresh,Elena Lazic,0,SciFiNow,"September 21, 2018"
26047,1050,"Helmed by Eli Roth...this whimsical and magical feast is every bit as silly as it sounds. But listen, it all comes together rather splendidly.",3/5,fresh,Chris Wasser,0,The Herald (Ireland),"September 21, 2018"
26049,1050,"It does have a low-key charm to it that should resonate both with kids and nostalgic adults alike. If nothing else, the goofy-spooky vibe should make it an instant Halloween perennial.",4/5,fresh,Peter Sobczynski,0,eFilmCritic.com,"September 21, 2018"
26052,1050,"There's something joyfully old-fashioned about its wide-eyed, nostalgic sense of wonderment.",3/5,fresh,Ross Miller,0,The National (Scotland),"September 21, 2018"
26057,1050,Underneath the wacky Halloween-ready styling of The House with a Clock in Its Walls is an insightful message about how loving others is to accept the pain that may come with that feeling.,4/5,fresh,Roxana Hadadi,0,Chesapeake Family Magazine,"September 21, 2018"
26062,1050,A witchy brew of laughs and chills energizes this family Halloween treat.,3/5,fresh,Roger Tennis,0,Cinemaclips.com,"September 20, 2018"
26063,1050,Director Eli Roth has turned in a charming slice of cinema that should become a Halloween staple for many children going forward. ,4/5,fresh,Rob Dean,0,Bullz-Eye.com,"September 20, 2018"
26064,1050,Eli Roth's tween-friendly spookfest has jump-worthy scenes. ,3/5,fresh,Sandie Angulo,0,Common Sense Media,"September 20, 2018"
26065,1050,"The film walks a fine line here, delivering enough frightening moments to qualify as a thriller-comedy, while also creating enough drama and character development to let adult chaperones feel they're watching an actual movie. ",3/5,fresh,Chris Knight,0,National Post,"September 20, 2018"
26066,1050,"The script captures the zestful spirit of a young man confident of overcoming any obstacles in his path. The incessant banter between the adults is hit-and-miss, but the period production design by Jon Hutman is spot-on.",2.5/5,fresh,Rashid Irani,0,Hindustan Times,"September 20, 2018"
26067,1050,The spirited combination of Black and Blanchett along with gorgeous production and costume design make this an entertaining family adventure. ,3.5/5,fresh,Neil Soans,0,The Times of India,"September 20, 2018"
26069,1050,"This isn't meant to be a knock on the outstanding actors, but it's kind of disappointing when the best aspect of a fantasy mystery is the work from Jack Black and Cate Blanchett",2/5,rotten,Robert Kojder,0,Flickering Myth,"September 20, 2018"
26072,1050,A sometimes average film elevated above and beyond by its leads.,4/5,fresh,Jamie East,0,The Sun (UK),"September 20, 2018"
26073,1050,"Even if it might not satisfy the generations who grew up on Bellairs' book, it'll probably be good enough for their kids.",3/5,fresh,Josh Bell,0,Film Racket,"September 20, 2018"
26079,1050,Too much of the narrative falls back on plot twists that come out of nowhere for us to care much about the fate of its characters.,2/5,rotten,Alistair Harkness,0,Scotsman,"September 20, 2018"
26081,1050,The House with a Clock in Its Walls never quite grasps what made its inspirations tick.,2/5,rotten,Robbie Collin,0,Daily Telegraph (UK),"September 20, 2018"
26082,1050,"More charming and sweetly calibrated than one might expect... It's a welcome change of pace from Roth, who shows a dimensionality previously undetected.",3/5,fresh,,0,IONCINEMA.com,"September 20, 2018"
26085,1050,"By never talking or shooting down to its young audience, The House With a Clock in Its Walls proves itself to be - against all odds - a thoroughly charming family film.",4/5,fresh,Matthew Monagle,0,Austin Chronicle,"September 20, 2018"
26090,1050,A Spielberg-esque adventure full of modest frights and lots of magic.,3/5,fresh,Travis Hopson,0,Punch Drunk Critics,"September 20, 2018"
26102,1050,The film sometimes jars tonally but it's a worthy Halloween watch for all the family.,3/5,fresh,,0,Daily Mirror (UK),"September 19, 2018"
26105,1050,"The House with a Clock in Its Walls achieves an eerie look, but is fitfully dull in the first two acts. Horror Director Eli Roth foregoes his usual macabre blood and guts for kid-friendly fare.",2/5,rotten,Julian Roman,0,MovieWeb,"September 19, 2018"
26106,1050,"Jack Black and Cate Blanchett have an easy comic rapport, affectionately bad mouthing one another and trying to steal scenes from under each other's noses.",3/5,fresh,Geoffrey Macnab,0,Independent (UK),"September 19, 2018"
26107,1050,The novel's themes of grief and bravery propel the film towards a visually dark finale that makes the most of Roth's grisly approach to the material.,3/5,fresh,Katherine McLaughlin,0,The List,"September 19, 2018"
26110,1050,"It looks as if it was produced by some computer programme, devised by accountants and market researchers.",2/5,rotten,Peter Bradshaw,0,Guardian,"September 19, 2018"
26112,1050,"Roth's most technically accomplished effort to date, yet despite the enthusiastic efforts of Black and Blanchett, it's all a bit too stodgy and low-energy.",2.5/5,rotten,Shaun Munro,0,Flickering Myth,"September 19, 2018"
26115,1050,"Jack Black and Cate Blanchett are a delightful duo, but a sense of wonder never takes hold here. It's a movie about magic that's disappointingly dull.",2.5/5,rotten,Perri Nemiroff,0,Perri Nemiroff,"September 18, 2018"
26120,1050,"An engaging blend of horror, comedy and fantasy meant for the entire family.",4/5,fresh,,0,JoBlo's Movie Emporium,"September 18, 2018"
26121,1050,"The whole affair is utterly charming, and I had a lot of fun with Roth's first foray into kid-centric genre fare.",4/5,fresh,Heather Wixson,0,Daily Dead,"September 18, 2018"
26122,1050,Charming entry-level spookiness and nicely old-fashioned eeriness for budding fright fans. A disarmingly goofy Jack Black and a vamping-it-up Cate Blanchett meet in a comic middle that is perfectly pitched.,4/5,fresh,MaryAnn Johanson,0,Flick Filosopher,"September 18, 2018"
26124,1050,"Although the film is far from perfect, the cinematic landscape could certainly use a little more of this kind of thing and, with twelve novels to draw from, it wouldn't be difficult to make it into a franchise.",3/5,fresh,Caroline Preece,0,Den of Geek,"September 18, 2018"
26125,1050,"The House with a Clock in Its Walls is a magical, kid-friendly horror flick with exceptionally fun performances by Jack Black and Cate Blanchett.",3/5,fresh,Molly Freeman,0,ScreenRant,"September 18, 2018"
26136,1050,"An engaging new direction for Eli Roth, who offsets the odd tonal hiccup with plenty of ghoulish delights.",3/5,fresh,Josh Winning,0,Total Film,"September 17, 2018"
26141,1054,"Might wring a few chuckles out of you, but certainly not much more than a few.",2.5/5,rotten,Scott Weinberg,0,DVDTalk.com,"November 20, 2005"
26143,1055,A brilliant and brilliantly disturbing film.,5/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","February 28, 2007"
26145,1055,savage whimsy,5/5,fresh,Andrea Chase,0,Killer Movie Reviews,"April 5, 2003"
26146,1055,An intelligent and expertly-judged microcosm of the inanity of war.,4/5,fresh,Tom Grealis,0,,"February 13, 2003"
26153,1055,"A very good, award-worthy film.",4/5,fresh,Michael W. Phillips,0,Goatdog's Movies,"April 24, 2002"
26161,1055,... a gripping piece of combat theater.,4/5,fresh,Roger Moore,1,Orlando Sentinel,"February 26, 2002"
26176,1055,NO MAN'S LAND is the best war movie since SAVING PRIVATE RYAN.,5/5,fresh,Matt Easterbrook,0,Matt's Movie Reviews,"January 1, 2002"
26178,1055,A nice and blistering portrait of war at its most absurd.,3.5/5,fresh,Widgett Walls,0,Needcoffee.com,"December 27, 2001"
26181,1055,"A well-mounted... seriocomedy with passing punchlines. And for about half the movie, it's compelling stuff.",3/5,rotten,Desson Thomson,1,Washington Post,"December 21, 2001"
26182,1055,"It's not a pretty picture, but it is a funny one, if you agree with Tanovic that all human behavior tends toward folly, cowardice, self-deception, corruption and hopelessness.",3.5/5,fresh,Stephen Hunter,1,Washington Post,"December 21, 2001"
26193,1055,A balanced and devastatingly accurate look at the Bosnian conflict,3.5/5,fresh,Christopher Null,0,Filmcritic.com,"December 15, 2001"
26195,1055,Part of what makes No Man's Land so effective is a take-no-prisoners sense of humor that is characteristically Balkan.,5/5,fresh,Kenneth Turan,1,Los Angeles Times,"December 14, 2001"
26211,1055,Seems ... deeply and painfully authentic.,3.5/5,fresh,Stephen Holden,1,New York Times,"December 6, 2001"
26213,1055,"A bare-knuckled, absurdly comic and at times unbearably tense look back at the madness of the Bosnian conflict.",4/5,fresh,Ken Fox,0,TV Guide,"December 6, 2001"
26217,1055,"Fierce, funny and finally devastating.",4.5/5,fresh,Peter Travers,1,Rolling Stone,"November 15, 2001"
26239,1056,"Odd drama about eccentric show biz family, featuring Jerry Lewis in rare dramatic role.",4/5,fresh,Steve Crum,0,Video-Reviewmaster.com,"March 2, 2008"
26240,1056,Fascinating and quirky little movie with great bits from Oliver Reed and Leslie Caron.,4/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","August 24, 2003"
26241,1056,"It has its moments, but not enough of them.",2/5,rotten,Bob Bloom,0,"Journal and Courier (Lafayette, IN)","August 30, 2002"
26242,1056,Lee Evans steals every scene he's in.,4/5,fresh,Scott Weinberg,0,eFilmCritic.com,"July 26, 2002"
26264,1064,Examines the ways that the faith and morals of a priest are tested.,3/5,fresh,,0,Spirituality and Practice,"August 27, 2004"
26266,1067,CALL ME BY YOUR NAME REVIEW: 'A STUNNING COMING-OF-AGE TALE THAT WILL GO DOWN IN GAY CINEMA HISTORY,5/5,fresh,Joe Passmore,0,Attitude,"November 8, 2018"
26272,1067,Here is a film that shuns conventions expected in coming-of-age stories and romances but never at the expense of universal emotions felt by anyone who has ever been in love.,4/5,fresh,Sean Mulvihill,0,FanboyNation.com,"October 30, 2018"
26275,1067,"It's hard for me to talk about this film without just hurling adjectives at the page; it's tender, beautiful, sexy, hilarious and deeply moving - a romance story for the ages, directed and acted with a passionate sincerity.",5/5,fresh,Alistair Ryder,0,Gay Essential,"October 8, 2018"
26276,1067,Call Me By Your Name is a staggeringly beautiful film that brings together a fully fleshed out artistic vision ... as well as a host of brilliant performances from its cast.,5/5,fresh,Kimberly Pierce,0,Geek Girl Authority,"August 31, 2018"
26279,1067,"Right when I begin to feel fatigued by ""coming of age"" movies, this comes out and blows me away.",5/5,fresh,Rendy Jones,0,Rendy Reviews,"August 26, 2018"
26286,1067,It works well as a coming of age story and examination of how people communicate when they are unsure of the other's feelings.,3/5,fresh,Rosalynn Try-Hane,0,Fopp.com,"August 21, 2018"
26288,1067,"Call Me by Your Name is a stronger film than the director's last film, A Bigger Splash, and employs touches of pure emotion that will tug at your heart. ",3.5/5,fresh,Mae Abdulbaki,0,Punch Drunk Critics,"August 14, 2018"
26292,1067,"Surprisingly, given how hyper-articulate everyone is, the duo's most potent scenes are wordless, conveying a wealth of emotion in glances and gestures.",5/5,fresh,Jason Best,0,Movie Talk,"July 1, 2018"
26294,1067,The chemistry between the leading men grows organically and it chronologically makes sense for the viewer. These characters take time to feel comfortable with each other and the film takes its time documenting it. ,5/5,fresh,Stephan Boissonneault,0,"Vue Weekly (Edmonton, Alberta)","March 9, 2018"
26298,1067,... a universal story that conquers with empathy and delicacy as very few love stories have in the history of cinema. [Full review in Spanish],5/5,fresh,,0,,"March 6, 2018"
26301,1067,Call Me By Your Name is a film made with great care. [Full Review in Spanish] ,4/5,fresh,William Venegas,0,,"February 26, 2018"
26302,1067,Call Me by Your Name sees Italian filmmaker Luca Guadagnino do his home country proud with an absolutely gorgeous depiction of the northern Italian countryside.,4/5,fresh,Ben Sin,0,South China Morning Post,"February 24, 2018"
26307,1067,"Destined, almost certainly, to become a queer film classic. [Full Review in Spanish]",4/5,fresh,Diego Lerer,0,Otroscines.com,"February 21, 2018"
26316,1067,"...it breathes and evokes the essence of a landscape that throughout the centuries has been sometimes Italian and sometimes Gallic, but always Mediterranean to the marrow: a fertile ground for love or desire. [Full review in Spanish]",5/5,fresh,Sergio Huidobro,0,Cine Premiere,"February 2, 2018"
26319,1067,It's an extraordinary thing for a narrative film to successfully observe its characters like they aren't of its own creation - to make them utterly alive in front of us.,4/5,fresh,,0,Cinemixtape,"January 30, 2018"
26321,1067,"A beautifully told story about discovering love, ""Call Me by Your Name"" is buoyed by the performance of its two lead actors. ",4.5/5,fresh,Michael A. Smith,0,MediaMikes,"January 28, 2018"
26322,1067,"Nothing happens and everything happens, the story's growing emotional power coming from subtle, complicated lead performances, exquisite pacing and dreamy, melancholy music from Sufjan Stevens.",4.5/5,fresh,Alison Gillmor,0,Winnipeg Free Press,"January 26, 2018"
26323,1067,"Most importantly, Call Me By Your Name is an honest story of hearts on fire, broken, and then healed, with wise affection for its characters and their struggles, and a message of tolerance and love for us all.",4.5/5,fresh,Kirk Baird,0,Toledo Blade,"January 25, 2018"
26325,1067,Films as special as this one are not often seen. [Full review in Spanish],5/5,fresh,Nando Salv,0,,"January 23, 2018"
26326,1067,"[The film] is able to move emotionally, from the rage of an idle summer to the icy winter...From the rhythm of an eighties song, to the soft, sharp and hurtful melody of Sufjan Stevens. [Full Review in Spanish]",3.5/5,fresh,Violeta Kovacsics,0,Sensacine,"January 22, 2018"
26332,1067,"Michael Stuhlbarg gives a strong supporting performance as Elio's compassionate father and Hammer is very well-cast, but Chalamet owns the film with his passionate ambiguity.",3.5/5,fresh,Daniel Barnes,0,Sacramento News &amp; Review,"January 18, 2018"
26333,1067,"Call Me by Your Name is a movie about two people falling in love. It's the kind of movie that's deceptively simple, but one that lingers. In other words, it's the best kind of movie.",5/5,fresh,Brad Keefe,0,Columbus Alive,"January 18, 2018"
26336,1067,It's a sensual celebration of young love and lust.,3.5/5,fresh,Josh Bell,0,Las Vegas Weekly,"January 18, 2018"
26341,1067,"The film's last-minute twist is strictly spoiler territory, so all I'll say is that Call Me by Your Name is that rare achievement: a great film that only gets greater as it unfolds.",5/5,fresh,Rick Kisonak,0,Seven Days,"January 17, 2018"
26342,1067,The subtle build of anticipation makes the coming of age romance Call Me By Your Name so irresistibly delicious. ,5/5,fresh,Diana Metzger,0,Brightest Young Things,"January 17, 2018"
26343,1067,"The film wonderfully captures the intensity of that first love -carnal, fleeting and unforgettable - that leaves an indelible mark on everyone lucky enough to experience it. [Full Review in Spanish]",5/5,fresh,Mario Alegre,0,,"January 12, 2018"
26345,1067,"You can feel the stillness and the heat of this sultry, sensual summer in Italy. This is a glorious romance about falling in love with life itself, and living with gusto.",5/5,fresh,MaryAnn Johanson,0,Flick Filosopher,"January 9, 2018"
